tick,scale_name,candidate_task_count,candidate_vehicle_count,iteration_count,planning_time_ms,initial_score,best_score,score_improvement,initial_distance,best_distance,initial_lateness,best_lateness,initial_unassigned,best_unassigned,accepted_count,best_destroy,best_repair,destroy_weights,repair_weights
1068,large,5,4,120,3.48,-71.51,-71.51,0.0,41.4,41.4,15.4,15.4,4,4,120,,,"[2.25, 3.4, 2.5, 1.85]","[2.35, 2.05, 2.65, 2.95]"
1069,large,4,3,120,0.06,-32.0,-32.0,0.0,0.0,0.0,0.0,0.0,4,4,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
1070,large,4,5,120,3.4,-11.62,-11.62,0.0,43.8,43.8,0.0,0.0,3,3,120,,,"[2.7, 2.4, 2.45, 2.45]","[2.05, 2.5, 2.9, 2.55]"
1071,large,3,4,120,0.06,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
1072,large,3,4,120,0.09,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
1073,large,3,4,120,0.06,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
1074,large,3,4,120,0.05,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
1075,large,5,4,120,6.45,-63.44,5.22,68.66,84.4,35.2,33.2,0.0,2,3,120,related,energy_safe,"[2.15, 2.8, 2.7, 2.5]","[2.5, 1.95, 2.4, 3.3]"
1076,large,3,2,120,0.05,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
1077,large,4,2,120,3.4,-8.56,-8.56,0.0,16.2,16.2,0.0,0.0,3,3,120,,,"[2.0, 2.45, 2.85, 2.7]","[2.0, 2.8, 2.35, 2.85]"
1078,large,3,1,120,0.04,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
1079,large,4,1,120,2.44,-13.77,-13.77,0.0,33.4,33.4,0.0,0.0,3,3,120,,,"[2.45, 2.35, 2.9, 2.3]","[2.9, 2.15, 2.6, 2.35]"
1081,large,3,1,120,0.04,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
1082,large,4,1,120,0.04,-32.0,-32.0,0.0,0.0,0.0,0.0,0.0,4,4,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
1083,large,4,1,120,0.04,-32.0,-32.0,0.0,0.0,0.0,0.0,0.0,4,4,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
1084,large,4,1,120,0.04,-32.0,-32.0,0.0,0.0,0.0,0.0,0.0,4,4,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
1085,large,4,1,120,0.04,-32.0,-32.0,0.0,0.0,0.0,0.0,0.0,4,4,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
1086,large,4,1,120,0.04,-32.0,-32.0,0.0,0.0,0.0,0.0,0.0,4,4,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
1087,large,4,1,120,0.05,-32.0,-32.0,0.0,0.0,0.0,0.0,0.0,4,4,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
1088,large,4,1,120,0.04,-32.0,-32.0,0.0,0.0,0.0,0.0,0.0,4,4,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
1089,large,6,2,120,0.05,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,6,6,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
1090,large,6,3,120,0.06,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,6,6,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
1091,large,7,4,120,0.09,-56.0,-56.0,0.0,0.0,0.0,0.0,0.0,7,7,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
1092,large,7,4,120,3.12,-36.99,-36.99,0.0,34.6,34.6,0.0,0.0,6,6,120,,,"[2.0, 3.05, 2.3, 2.65]","[2.3, 2.35, 2.55, 2.8]"
1093,large,6,4,120,0.07,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,6,6,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
1094,large,6,5,120,0.07,-48.0,-48.0,0.0,0.0,0.0,0.0,0.0,6,6,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
1095,large,6,6,120,3.64,-30.32,-30.32,0.0,34.2,34.2,0.0,0.0,5,5,120,,,"[2.3, 2.45, 2.45, 2.8]","[2.9, 2.15, 2.75, 2.2]"
1096,large,5,5,120,0.08,-40.0,-40.0,0.0,0.0,0.0,0.0,0.0,5,5,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
1097,large,5,5,120,0.08,-40.0,-40.0,0.0,0.0,0.0,0.0,0.0,5,5,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
1098,large,5,5,120,3.09,-72.99,-72.99,0.0,41.0,41.0,15.0,15.0,4,4,120,,,"[2.0, 3.5, 2.55, 1.95]","[2.6, 2.85, 2.3, 2.25]"
1099,large,4,4,120,0.06,-32.0,-32.0,0.0,0.0,0.0,0.0,0.0,4,4,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
1100,large,4,4,120,0.06,-32.0,-32.0,0.0,0.0,0.0,0.0,0.0,4,4,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
1101,large,4,4,120,0.06,-32.0,-32.0,0.0,0.0,0.0,0.0,0.0,4,4,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
1102,large,4,4,120,0.05,-32.0,-32.0,0.0,0.0,0.0,0.0,0.0,4,4,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
1103,large,4,6,120,0.06,-32.0,-32.0,0.0,0.0,0.0,0.0,0.0,4,4,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
1104,large,5,6,120,6.05,-21.32,-21.32,0.0,25.0,25.0,0.0,0.0,4,4,120,,,"[2.85, 2.75, 2.05, 2.35]","[2.2, 2.85, 2.55, 2.4]"
1105,large,4,5,120,3.21,-16.29,-16.29,0.0,48.6,48.6,0.0,0.0,3,3,120,,,"[2.6, 2.45, 2.4, 2.55]","[2.4, 2.6, 2.45, 2.55]"
1106,large,3,5,120,3.17,-154.66,-154.66,0.0,49.2,49.2,64.2,64.2,2,2,120,,,"[2.2, 2.1, 2.45, 3.25]","[2.65, 2.4, 2.4, 2.55]"
1109,large,4,5,120,4.12,-35.63,-9.32,26.31,75.0,26.0,12.0,0.0,2,3,120,related,weight,"[2.45, 2.55, 1.9, 3.25]","[2.15, 2.4, 3.4, 2.2]"
1110,large,3,4,120,0.05,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
1111,large,3,5,120,0.06,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
1112,large,4,5,120,7.64,-13.16,-13.16,0.0,25.8,25.8,0.0,0.0,3,3,120,,,"[2.65, 2.25, 2.4, 2.7]","[2.05, 2.05, 2.9, 3.0]"
1113,large,3,4,120,0.09,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
1114,large,3,4,120,0.09,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
1115,large,4,4,120,0.11,-32.0,-32.0,0.0,0.0,0.0,0.0,0.0,4,4,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
1116,large,4,4,120,5.53,-15.88,-15.88,0.0,41.2,41.2,0.0,0.0,3,3,120,,,"[2.5, 2.65, 1.9, 2.95]","[2.85, 2.2, 2.95, 2.0]"
1117,large,3,3,120,0.04,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
1118,large,3,3,120,0.05,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
1119,large,3,3,120,0.05,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
1120,large,3,3,120,0.05,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
1121,large,3,4,120,3.25,-74.31,-74.31,0.0,49.0,49.0,24.0,24.0,2,2,120,,,"[2.65, 2.85, 2.35, 2.15]","[3.15, 2.15, 2.2, 2.5]"
1166,large,3,2,120,0.04,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
1167,large,3,3,120,0.05,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,3,3,0,,,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]"
1168,large,3,3,120,3.37,-1.74,-1.74,0.0,17.8,17.8,0.0,0.0,2,2,120,,,"[2.35, 2.7, 2.5, 2.45]","[2.5, 2.3, 1.95, 3.25]"
